Packet_Number,Timestamp,Source_IP,Destination_IP,Protocol,Length,Source_Port,Destination_Port,Flags,Sequence_Number
1342,39:18.0,52.109.6.53,172.16.1.66,6,1514,443,49735,A,1240603403
1343,39:18.0,52.109.6.53,172.16.1.66,6,380,443,49735,PA,1240604863
1344,39:18.0,204.79.197.203,172.16.1.66,6,153,443,49736,PA,2533464113
1345,39:18.0,172.16.1.66,23.198.7.175,6,54,49734,443,A,2497020403
1346,39:18.0,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966330
1347,39:18.0,172.16.1.66,204.79.197.203,6,54,49736,443,A,2421398632
1348,39:18.1,172.16.1.66,23.198.7.175,6,1514,49734,443,A,2497020403
1349,39:18.1,172.16.1.66,23.198.7.175,6,91,49734,443,PA,2497021863
1350,39:18.1,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1351,39:18.1,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1352,39:18.1,172.16.1.66,23.198.7.175,6,134,49734,443,PA,2497021900
1353,39:18.1,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1354,39:18.1,172.16.1.66,204.79.197.203,6,410,49736,443,PA,2421398632
1355,39:18.1,204.79.197.203,172.16.1.66,6,54,443,49736,A,2533464212
1356,39:18.1,172.16.1.66,172.16.1.4,17,82,60777,53,,
1357,39:18.1,172.16.1.66,52.109.6.53,6,212,49735,443,PA,3765966330
1358,39:18.1,52.109.6.53,172.16.1.66,6,54,443,49735,A,1240605189
1359,39:18.1,172.16.1.66,52.109.6.53,6,141,49735,443,PA,3765966488
1360,39:18.1,52.109.6.53,172.16.1.66,6,54,443,49735,A,1240605189
1361,39:18.1,172.16.1.66,52.109.6.53,6,187,49735,443,PA,3765966575
1362,39:18.1,52.109.6.53,172.16.1.66,6,54,443,49735,A,1240605189
1363,39:18.2,204.79.197.203,172.16.1.66,6,1430,443,49736,PA,2533464212
1364,39:18.2,172.16.1.66,204.79.197.203,6,54,49736,443,A,2421398988
1365,39:18.2,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533465588
1366,39:18.2,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533467048
1367,39:18.2,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533468508
1368,39:18.2,204.79.197.203,172.16.1.66,6,280,443,49736,PA,2533469968
1369,39:18.2,172.16.1.66,204.79.197.203,6,54,49736,443,A,2421398988
1370,39:18.2,52.109.6.53,172.16.1.66,6,105,443,49735,PA,1240605189
1371,39:18.2,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966708
1372,39:18.2,172.16.1.66,204.79.197.203,6,128,49736,443,PA,2421398988
1373,39:18.2,204.79.197.203,172.16.1.66,6,54,443,49736,A,2533470194
1374,39:18.2,172.16.1.66,204.79.197.203,6,134,49736,443,PA,2421399062
1375,39:18.2,172.16.1.66,204.79.197.203,6,422,49736,443,PA,2421399142
1376,39:18.2,204.79.197.203,172.16.1.66,6,54,443,49736,A,2533470194
1377,39:18.2,204.79.197.203,172.16.1.66,6,54,443,49736,A,2533470194
1378,39:18.2,172.16.1.66,23.198.7.175,6,1514,49734,443,A,2497021980
1379,39:18.2,172.16.1.66,23.198.7.175,6,1514,49734,443,A,2497023440
1380,39:18.2,172.16.1.66,23.198.7.175,6,123,49734,443,PA,2497024900
1381,39:18.2,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1382,39:18.2,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1383,39:18.2,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1384,39:18.2,172.16.1.66,23.198.7.175,6,450,49734,443,PA,2497024969
1385,39:18.2,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1386,39:18.2,172.16.1.66,23.198.7.175,6,85,49734,443,PA,2497025365
1387,39:18.2,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1388,39:18.2,172.16.1.66,23.198.7.175,6,85,49734,443,PA,2497025396
1389,39:18.2,23.198.7.175,172.16.1.66,6,54,443,49734,A,1456023710
1390,39:18.3,52.109.6.53,172.16.1.66,6,158,443,49735,PA,1240605240
1391,39:18.3,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966708
1392,39:18.3,204.79.197.203,172.16.1.66,6,575,443,49736,PA,2533470194
1393,39:18.3,52.109.6.53,172.16.1.66,6,92,443,49735,PA,1240605344
1394,39:18.3,172.16.1.66,204.79.197.203,6,54,49736,443,A,2421399510
1395,39:18.3,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966708
1396,39:18.3,172.16.1.66,52.109.6.53,6,92,49735,443,PA,3765966708
1397,39:18.3,52.109.6.53,172.16.1.66,6,54,443,49735,A,1240605382
1398,39:18.3,172.16.1.66,204.79.197.203,6,85,49736,443,PA,2421399510
1399,39:18.3,204.79.197.203,172.16.1.66,6,54,443,49736,A,2533470715
1400,39:18.4,52.109.6.53,172.16.1.66,6,717,443,49735,PA,1240605382
1401,39:18.4,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966746
1402,39:18.4,172.16.1.66,172.16.1.4,17,83,62463,53,,
1403,39:18.4,23.198.7.175,172.16.1.66,6,795,443,49734,PA,1456023710
1404,39:18.4,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533470715
1405,39:18.4,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533472175
1406,39:18.4,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533473635
1407,39:18.4,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533475095
1408,39:18.4,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533476555
1409,39:18.4,204.79.197.203,172.16.1.66,6,1514,443,49736,A,2533478015
1410,39:18.4,204.79.197.203,172.16.1.66,6,961,443,49736,PA,2533479475
1411,39:18.4,172.16.1.66,23.198.7.175,6,54,49734,443,A,2497025427
1412,39:18.4,172.16.1.66,204.79.197.203,6,54,49736,443,A,2421399541
1413,39:18.6,172.16.1.4,172.16.1.66,17,253,53,62463,,
1414,39:18.6,172.16.1.66,52.109.0.142,6,66,49737,443,S,1403448886
1415,39:18.7,172.16.1.66,172.16.1.4,17,74,64662,53,,
1416,39:18.7,52.109.0.142,172.16.1.66,6,58,443,49737,SA,2848737840
1417,39:18.7,172.16.1.66,52.109.0.142,6,54,49737,443,A,1403448887
1418,39:18.7,172.16.1.66,52.109.0.142,6,351,49737,443,PA,1403448887
1419,39:18.7,52.109.0.142,172.16.1.66,6,54,443,49737,A,2848737841
1420,39:18.8,52.109.0.142,172.16.1.66,6,1418,443,49737,PA,2848737841
1421,39:18.8,172.16.1.66,52.109.0.142,6,54,49737,443,A,1403449184
1422,39:18.8,52.109.0.142,172.16.1.66,6,1514,443,49737,A,2848739205
1423,39:18.8,52.109.0.142,172.16.1.66,6,1514,443,49737,A,2848740665
1424,39:18.8,52.109.0.142,172.16.1.66,6,1514,443,49737,A,2848742125
1425,39:18.8,52.109.0.142,172.16.1.66,6,517,443,49737,PA,2848743585
1426,39:18.8,172.16.1.66,52.109.0.142,6,54,49737,443,A,1403449184
1427,39:18.8,172.16.1.66,52.109.0.142,6,212,49737,443,PA,1403449184
1428,39:18.8,52.109.0.142,172.16.1.66,6,54,443,49737,A,2848744048
1429,39:18.8,172.16.1.66,52.109.0.142,6,141,49737,443,PA,1403449342
1430,39:18.8,172.16.1.66,52.109.0.142,6,167,49737,443,PA,1403449429
1431,39:18.8,52.109.0.142,172.16.1.66,6,54,443,49737,A,2848744048
1432,39:18.8,52.109.0.142,172.16.1.66,6,54,443,49737,A,2848744048
1433,39:18.9,52.109.0.142,172.16.1.66,6,105,443,49737,PA,2848744048
1434,39:18.9,172.16.1.66,52.109.0.142,6,54,49737,443,A,1403449542
1435,39:18.9,52.109.0.142,172.16.1.66,6,123,443,49737,PA,2848744099
1436,39:18.9,172.16.1.66,52.109.0.142,6,54,49737,443,A,1403449542
1437,39:18.9,172.16.1.66,52.109.0.142,6,92,49737,443,PA,1403449542
1438,39:18.9,52.109.0.142,172.16.1.66,6,54,443,49737,A,2848744168
1439,39:19.0,52.109.0.142,172.16.1.66,6,640,443,49737,PA,2848744168
1440,39:19.0,172.16.1.66,52.109.0.142,6,54,49737,443,A,1403449580
1441,39:19.0,172.16.1.66,52.109.6.53,6,135,49735,443,PA,3765966746
1442,39:19.0,52.109.6.53,172.16.1.66,6,54,443,49735,A,1240606045
1443,39:19.1,52.109.6.53,172.16.1.66,6,553,443,49735,PA,1240606045
1444,39:19.1,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966827
1445,39:19.1,52.109.6.53,172.16.1.66,6,92,443,49735,PA,1240606544
1446,39:19.1,172.16.1.66,52.109.6.53,6,54,49735,443,A,3765966827
1447,39:20.1,172.16.1.66,172.16.1.4,17,82,60777,53,,
1448,39:20.7,172.16.1.66,172.16.1.4,17,74,64662,53,,
1449,39:23.2,172.16.1.66,172.16.1.4,17,70,51396,53,,
1450,39:23.3,172.16.1.66,52.109.0.142,6,66,49738,443,S,3488111688
1451,39:23.4,52.109.0.142,172.16.1.66,6,58,443,49738,SA,726259026
1452,39:23.4,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488111689
1453,39:23.4,172.16.1.4,172.16.1.66,17,154,53,51396,,
1454,39:23.4,172.16.1.66,20.241.44.114,6,66,49739,443,S,2169012949
1455,39:23.4,172.16.1.66,52.109.0.142,6,333,49738,443,PA,3488111689
1456,39:23.4,52.109.0.142,172.16.1.66,6,54,443,49738,A,726259027
1457,39:23.5,20.241.44.114,172.16.1.66,6,58,443,49739,SA,603382048
1458,39:23.5,172.16.1.66,20.241.44.114,6,54,49739,443,A,2169012950
1459,39:23.5,172.16.1.66,20.241.44.114,6,320,49739,443,PA,2169012950
1460,39:23.5,20.241.44.114,172.16.1.66,6,54,443,49739,A,603382049
1461,39:23.5,52.109.0.142,172.16.1.66,6,1418,443,49738,PA,726259027
1462,39:23.5,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488111968
1463,39:23.5,52.109.0.142,172.16.1.66,6,1514,443,49738,A,726260391
1464,39:23.5,52.109.0.142,172.16.1.66,6,1514,443,49738,A,726261851
1465,39:23.5,52.109.0.142,172.16.1.66,6,1514,443,49738,A,726263311
1466,39:23.5,52.109.0.142,172.16.1.66,6,508,443,49738,PA,726264771
1467,39:23.5,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488111968
1468,39:23.5,172.16.1.66,52.109.0.142,6,212,49738,443,PA,3488111968
1469,39:23.5,52.109.0.142,172.16.1.66,6,54,443,49738,A,726265225
1470,39:23.5,20.241.44.114,172.16.1.66,6,1430,443,49739,PA,603382049
1471,39:23.5,172.16.1.66,20.241.44.114,6,54,49739,443,A,2169013216
1472,39:23.5,20.241.44.114,172.16.1.66,6,1514,443,49739,A,603383425
1473,39:23.5,20.241.44.114,172.16.1.66,6,1514,443,49739,A,603384885
1474,39:23.5,20.241.44.114,172.16.1.66,6,1514,443,49739,A,603386345
1475,39:23.5,20.241.44.114,172.16.1.66,6,476,443,49739,PA,603387805
1476,39:23.5,172.16.1.66,20.241.44.114,6,54,49739,443,A,2169013216
1477,39:23.6,172.16.1.66,20.241.44.114,6,147,49739,443,PA,2169013216
1478,39:23.6,20.241.44.114,172.16.1.66,6,54,443,49739,A,603388227
1479,39:23.6,52.109.0.142,172.16.1.66,6,105,443,49738,PA,726265225
1480,39:23.6,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488112126
1481,39:23.6,172.16.1.66,52.109.0.142,6,598,49738,443,PA,3488112126
1482,39:23.6,52.109.0.142,172.16.1.66,6,54,443,49738,A,726265276
1483,39:23.6,20.241.44.114,172.16.1.66,6,105,443,49739,PA,603388227
1484,39:23.6,172.16.1.66,20.241.44.114,6,54,49739,443,A,2169013309
1485,39:23.6,172.16.1.66,20.241.44.114,6,425,49739,443,PA,2169013309
1486,39:23.6,20.241.44.114,172.16.1.66,6,54,443,49739,A,603388278
1487,39:23.7,52.109.0.142,172.16.1.66,6,1418,443,49738,PA,726265276
1488,39:23.7,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488112670
1489,39:23.7,52.109.0.142,172.16.1.66,6,60,443,49738,PA,726266640
1490,39:23.7,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488112670
1491,39:23.7,20.241.44.114,172.16.1.66,6,454,443,49739,PA,603388278
1492,39:23.7,172.16.1.66,20.241.44.114,6,54,49739,443,A,2169013680
1493,39:23.7,172.16.1.66,172.16.1.4,17,76,62463,53,,
1494,39:23.8,172.16.1.4,172.16.1.66,17,170,53,62463,,
1495,39:23.8,172.16.1.66,23.52.9.140,6,66,49740,443,S,2072695536
1496,39:23.8,23.52.9.140,172.16.1.66,6,58,443,49740,SA,3990239001
1497,39:23.8,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072695537
1498,39:23.8,172.16.1.66,23.52.9.140,6,326,49740,443,PA,2072695537
1499,39:23.8,23.52.9.140,172.16.1.66,6,54,443,49740,A,3990239002
1500,39:23.9,23.52.9.140,172.16.1.66,6,1514,443,49740,A,3990239002
1501,39:23.9,23.52.9.140,172.16.1.66,6,1514,443,49740,A,3990240462
1502,39:23.9,23.52.9.140,172.16.1.66,6,1230,443,49740,PA,3990241922
1503,39:23.9,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072695809
1504,39:24.0,172.16.1.4,172.16.1.66,17,125,53,60777,,
1505,39:24.0,172.16.1.66,172.16.1.4,17,82,50203,53,,
1506,39:24.0,23.52.9.140,172.16.1.66,6,1418,443,49740,PA,3990243098
1507,39:24.0,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072695809
1508,39:24.0,23.52.9.140,172.16.1.66,6,1347,443,49740,PA,3990244462
1509,39:24.0,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072695809
1510,39:24.0,172.16.1.66,23.52.9.140,6,180,49740,443,PA,2072695809
1511,39:24.0,23.52.9.140,172.16.1.66,6,54,443,49740,A,3990245755
1512,39:24.1,172.16.1.4,172.16.1.66,17,141,53,50203,,
1513,39:24.1,172.16.1.66,20.7.2.167,6,66,49741,443,S,1394573321
1514,39:24.1,172.16.1.4,172.16.1.66,17,292,53,64662,,
1515,39:24.1,172.16.1.66,23.48.203.208,6,66,49742,443,S,3361986127
1516,39:24.1,172.16.1.66,23.48.203.208,6,66,49743,443,S,3572934680
1517,39:24.1,23.52.9.140,172.16.1.66,6,312,443,49740,PA,3990245755
1518,39:24.1,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072695935
1519,39:24.1,172.16.1.66,23.52.9.140,6,393,49740,443,PA,2072695935
1520,39:24.1,23.52.9.140,172.16.1.66,6,54,443,49740,A,3990246013
1521,39:24.2,20.7.2.167,172.16.1.66,6,58,443,49741,SA,2054425869
1522,39:24.2,172.16.1.66,20.7.2.167,6,54,49741,443,A,1394573322
1523,39:24.2,172.16.1.66,20.7.2.167,6,232,49741,443,PA,1394573322
1524,39:24.2,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054425870
1525,39:24.2,23.48.203.208,172.16.1.66,6,58,443,49742,SA,2557794447
1526,39:24.2,172.16.1.66,23.48.203.208,6,54,49742,443,A,3361986128
1527,39:24.2,172.16.1.66,23.48.203.208,6,324,49742,443,PA,3361986128
1528,39:24.2,23.48.203.208,172.16.1.66,6,54,443,49742,A,2557794448
1529,39:24.2,23.48.203.208,172.16.1.66,6,58,443,49743,SA,706075131
1530,39:24.2,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572934681
1531,39:24.2,172.16.1.66,23.48.203.208,6,342,49743,443,PA,3572934681
1532,39:24.2,23.48.203.208,172.16.1.66,6,54,443,49743,A,706075132
1533,39:24.3,23.52.9.140,172.16.1.66,6,1418,443,49740,PA,3990246013
1534,39:24.3,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072696274
1535,39:24.3,23.52.9.140,172.16.1.66,6,1514,443,49740,A,3990247377
1536,39:24.3,23.52.9.140,172.16.1.66,6,164,443,49740,PA,3990248837
1537,39:24.3,20.7.2.167,172.16.1.66,6,1514,443,49741,A,2054425870
1538,39:24.3,20.7.2.167,172.16.1.66,6,1514,443,49741,A,2054427330
1539,39:24.3,20.7.2.167,172.16.1.66,6,1216,443,49741,PA,2054428790
1540,39:24.3,172.16.1.66,23.52.9.140,6,54,49740,443,A,2072696274
1541,39:24.3,172.16.1.66,20.7.2.167,6,54,49741,443,A,1394573500
1542,39:24.3,172.16.1.66,20.7.2.167,6,212,49741,443,PA,1394573500
1543,39:24.3,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054429952
1544,39:24.3,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557794448
1545,39:24.3,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557795908
1546,39:24.3,23.48.203.208,172.16.1.66,6,918,443,49742,PA,2557797368
1547,39:24.3,172.16.1.66,23.48.203.208,6,54,49742,443,A,3361986398
1548,39:24.3,172.16.1.66,23.48.203.208,6,134,49742,443,PA,3361986398
1549,39:24.3,23.48.203.208,172.16.1.66,6,54,443,49742,A,2557798232
1550,39:24.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706075132
1551,39:24.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706076592
1552,39:24.3,23.48.203.208,172.16.1.66,6,927,443,49743,PA,706078052
1553,39:24.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572934969
1554,39:24.3,172.16.1.66,23.48.203.208,6,469,49742,443,PA,3361986478
1555,39:24.3,23.48.203.208,172.16.1.66,6,54,443,49742,A,2557798232
1556,39:24.4,172.16.1.66,23.48.203.208,6,134,49743,443,PA,3572934969
1557,39:24.4,23.48.203.208,172.16.1.66,6,54,443,49743,A,706078925
1558,39:24.4,20.7.2.167,172.16.1.66,6,105,443,49741,PA,2054429952
1559,39:24.4,172.16.1.66,20.7.2.167,6,414,49741,443,PA,1394573658
1560,39:24.4,172.16.1.66,20.7.2.167,6,1167,49741,443,PA,1394574018
1561,39:24.4,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054430003
1562,39:24.4,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054430003
1563,39:24.4,172.16.1.66,20.7.2.167,6,307,49741,443,PA,1394575131
1564,39:24.4,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054430003
1565,39:24.4,172.16.1.66,23.48.203.208,6,134,49743,443,PA,3572935049
1566,39:24.4,23.48.203.208,172.16.1.66,6,54,443,49743,A,706078925
1567,39:24.4,172.16.1.66,23.48.203.208,6,1015,49743,443,PA,3572935129
1568,39:24.4,23.48.203.208,172.16.1.66,6,54,443,49743,A,706078925
1569,39:24.4,23.48.203.208,172.16.1.66,6,596,443,49742,PA,2557798232
1570,39:24.5,172.16.1.66,23.48.203.208,6,54,49742,443,A,3361986893
1571,39:24.5,23.48.203.208,172.16.1.66,6,628,443,49743,PA,706078925
1572,39:24.5,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936090
1573,39:24.5,20.7.2.167,172.16.1.66,6,335,443,49741,PA,2054430003
1574,39:24.5,23.48.203.208,172.16.1.66,6,1418,443,49742,PA,2557798774
1575,39:24.5,172.16.1.66,20.7.2.167,6,54,49741,443,A,1394575384
1576,39:24.5,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557800138
1577,39:24.5,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557801598
1578,39:24.5,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557803058
1579,39:24.5,23.48.203.208,172.16.1.66,6,320,443,49742,PA,2557804518
1580,39:24.5,23.48.203.208,172.16.1.66,6,146,443,49743,PA,706079499
1581,39:24.5,172.16.1.66,23.48.203.208,6,54,49742,443,A,3361986893
1582,39:24.5,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936090
1583,39:24.5,172.16.1.66,23.48.203.208,6,85,49743,443,PA,3572936090
1584,39:24.5,23.48.203.208,172.16.1.66,6,54,443,49743,A,706079591
1585,39:24.6,172.16.1.66,23.48.203.208,6,452,49742,443,PA,3361986893
1586,39:24.6,23.48.203.208,172.16.1.66,6,54,443,49742,A,2557804784
1587,39:24.6,20.7.2.167,172.16.1.66,6,333,443,49741,PA,2054430284
1588,39:24.6,172.16.1.66,20.7.2.167,6,279,49741,443,PA,1394575384
1589,39:24.6,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054430563
1590,39:24.7,23.48.203.208,172.16.1.66,6,1418,443,49742,PA,2557804784
1591,39:24.7,20.7.2.167,172.16.1.66,6,155,443,49741,PA,2054430563
1592,39:24.7,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557806148
1593,39:24.7,23.48.203.208,172.16.1.66,6,1514,443,49742,A,2557807608
1594,39:24.7,23.48.203.208,172.16.1.66,6,808,443,49742,PA,2557809068
1595,39:24.7,172.16.1.66,23.48.203.208,6,54,49742,443,A,3361987291
1596,39:24.8,172.16.1.66,20.7.2.167,6,54,49741,443,A,1394575609
1597,39:24.8,172.16.1.66,23.48.203.208,6,261,49742,443,PA,3361987291
1598,39:24.8,23.48.203.208,172.16.1.66,6,54,443,49742,A,2557809822
1599,39:24.9,23.48.203.208,172.16.1.66,6,1418,443,49742,PA,2557809822
1600,39:24.9,23.48.203.208,172.16.1.66,6,1458,443,49742,PA,2557811186
1601,39:24.9,172.16.1.66,23.48.203.208,6,54,49742,443,A,3361987498
1602,39:25.1,172.16.1.66,52.109.0.142,6,598,49738,443,PA,3488112670
1603,39:25.1,52.109.0.142,172.16.1.66,6,54,443,49738,A,726266646
1604,39:25.3,52.109.0.142,172.16.1.66,6,1424,443,49738,PA,726266646
1605,39:25.3,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488113214
1606,39:25.3,23.48.203.208,172.16.1.66,6,1418,443,49743,PA,706079591
1607,39:25.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1608,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706080955
1609,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706082415
1610,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706083875
1611,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706085335
1612,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706086795
1613,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706088255
1614,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706089715
1615,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706091175
1616,39:25.3,23.48.203.208,172.16.1.66,6,1061,443,49743,PA,706092635
1617,39:25.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1618,39:25.3,23.48.203.208,172.16.1.66,6,1418,443,49743,PA,706093642
1619,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706095006
1620,39:25.3,23.48.203.208,172.16.1.66,6,1322,443,49743,PA,706096466
1621,39:25.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1622,39:25.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1623,39:25.3,23.48.203.208,172.16.1.66,6,1418,443,49743,PA,706097734
1624,39:25.3,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706099098
1625,39:25.3,23.48.203.208,172.16.1.66,6,1322,443,49743,PA,706100558
1626,39:25.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1627,39:25.3,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1628,39:25.4,172.16.1.66,52.109.0.142,6,598,49738,443,PA,3488113214
1629,39:25.4,52.109.0.142,172.16.1.66,6,54,443,49738,A,726268016
1630,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706101826
1631,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706103286
1632,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706104746
1633,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706106206
1634,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706107666
1635,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706109126
1636,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706110586
1637,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706112046
1638,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706113506
1639,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706114966
1640,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706116426
1641,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706117886
1642,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706119346
1643,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706120806
1644,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706122266
1645,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706123726
1646,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706125186
1647,39:25.4,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706126646
1648,39:25.4,23.48.203.208,172.16.1.66,6,1054,443,49743,PA,706128106
1649,39:25.4,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1650,39:25.5,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706129106
1651,39:25.5,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706130566
1652,39:25.5,23.48.203.208,172.16.1.66,6,1226,443,49743,PA,706132026
1653,39:25.5,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1654,39:25.5,23.48.203.208,172.16.1.66,6,1514,443,49743,A,706133198
1655,39:25.5,23.48.203.208,172.16.1.66,6,59,443,49743,PA,706134658
1656,39:25.5,52.109.0.142,172.16.1.66,6,1424,443,49738,PA,726268016
1657,39:25.5,172.16.1.66,23.48.203.208,6,54,49743,443,A,3572936121
1658,39:25.5,172.16.1.66,52.109.0.142,6,54,49738,443,A,3488113758
1659,39:27.5,172.16.1.66,172.16.1.4,6,126,49694,445,PA,3591900346
1660,39:27.5,172.16.1.4,172.16.1.66,6,126,445,49694,PA,2715343058
1661,39:27.5,172.16.1.66,172.16.1.4,6,126,49694,445,PA,3591900418
1662,39:27.5,172.16.1.4,172.16.1.66,6,126,445,49694,PA,2715343130
1663,39:27.5,172.16.1.66,172.16.1.4,6,54,49694,445,A,3591900490
1664,39:27.6,172.16.1.66,172.16.1.4,17,79,51396,53,,
1665,39:27.6,172.16.1.4,172.16.1.66,17,161,53,51396,,
1666,39:27.6,172.16.1.66,13.107.5.93,6,66,49744,443,S,532234939
1667,39:27.6,172.16.1.66,20.7.2.167,6,265,49741,443,PA,1394575609
1668,39:27.6,20.7.2.167,172.16.1.66,6,54,443,49741,A,2054430664
1669,39:27.7,13.107.5.93,172.16.1.66,6,58,443,49744,SA,730486564
1670,39:27.7,172.16.1.66,13.107.5.93,6,54,49744,443,A,532234940
1671,39:27.7,172.16.1.66,13.107.5.93,6,324,49744,443,PA,532234940
1672,39:27.7,13.107.5.93,172.16.1.66,6,54,443,49744,A,730486565
1673,39:27.7,20.7.2.167,172.16.1.66,6,484,443,49741,PA,2054430664
1674,39:27.8,172.16.1.66,20.7.2.167,6,54,49741,443,A,1394575820
1675,39:27.8,13.107.5.93,172.16.1.66,6,153,443,49744,PA,730486565
1676,39:27.8,172.16.1.66,13.107.5.93,6,395,49744,443,PA,532235210
1677,39:27.8,13.107.5.93,172.16.1.66,6,54,443,49744,A,730486664
1678,39:27.9,13.107.5.93,172.16.1.66,6,1430,443,49744,PA,730486664
1679,39:27.9,13.107.5.93,172.16.1.66,6,1514,443,49744,A,730488040
