Packet_Number,Timestamp,Source_IP,Destination_IP,Protocol,Length,Source_Port,Destination_Port,Flags,Sequence_Number
168,33:38.2,172.17.0.99,172.17.0.17,6,126,49770,139,PA,2415848792
169,33:38.2,172.17.0.17,172.17.0.99,6,60,139,49770,PA,2536397276
170,33:38.2,172.17.0.99,172.17.0.17,6,191,49770,139,PA,2415848864
171,33:38.2,172.17.0.17,172.17.0.99,6,263,139,49770,PA,2536397280
172,33:38.2,172.17.0.99,172.17.0.17,6,196,49770,139,PA,2415849001
173,33:38.2,172.17.0.17,172.17.0.99,6,550,139,49770,PA,2536397489
174,33:38.2,172.17.0.99,172.17.0.17,6,294,49770,139,PA,2415849143
175,33:38.2,172.17.0.17,172.17.0.99,6,266,139,49770,PA,2536397985
176,33:38.2,172.17.0.99,172.17.0.17,6,154,49770,139,PA,2415849383
177,33:38.2,172.17.0.17,172.17.0.99,6,114,139,49770,PA,2536398197
178,33:38.2,172.17.0.99,172.17.0.17,6,176,49770,139,PA,2415849483
179,33:38.2,172.17.0.17,172.17.0.99,6,122,139,49770,PA,2536398257
180,33:38.2,172.17.0.99,172.17.0.255,17,228,138,138,,
181,33:38.2,172.17.0.99,172.17.0.17,6,176,49770,139,PA,2415849605
182,33:38.2,172.17.0.17,172.17.0.99,6,122,139,49770,PA,2536398325
183,33:38.2,172.17.0.99,172.17.0.255,17,228,138,138,,
184,33:38.3,172.17.0.99,172.17.0.17,6,66,49770,139,A,2415849727
185,33:42.9,172.17.0.99,20.10.31.115,6,66,49771,443,S,1388126179
186,33:43.0,20.10.31.115,172.17.0.99,6,66,443,49771,SA,1795903538
187,33:43.0,172.17.0.99,20.10.31.115,6,60,49771,443,A,1388126180
188,33:43.0,172.17.0.99,20.10.31.115,6,232,49771,443,PA,1388126180
189,33:43.1,20.10.31.115,172.17.0.99,6,1430,443,49771,A,1795903539
190,33:43.1,20.10.31.115,172.17.0.99,6,138,443,49771,PA,1795904915
191,33:43.1,20.10.31.115,172.17.0.99,6,1430,443,49771,A,1795904999
192,33:43.1,20.10.31.115,172.17.0.99,6,138,443,49771,PA,1795906375
193,33:43.1,20.10.31.115,172.17.0.99,6,1216,443,49771,PA,1795906459
194,33:43.1,172.17.0.99,20.10.31.115,6,60,49771,443,A,1388126358
195,33:43.1,172.17.0.99,20.10.31.115,6,60,49771,443,A,1388126358
196,33:43.1,172.17.0.99,20.10.31.115,6,212,49771,443,PA,1388126358
197,33:43.2,20.10.31.115,172.17.0.99,6,105,443,49771,PA,1795907621
198,33:43.2,172.17.0.99,20.10.31.115,6,414,49771,443,PA,1388126516
199,33:43.2,172.17.0.99,20.10.31.115,6,1167,49771,443,PA,1388126876
200,33:43.2,172.17.0.99,20.10.31.115,6,301,49771,443,PA,1388127989
201,33:43.3,20.10.31.115,172.17.0.99,6,335,443,49771,PA,1795907672
202,33:43.3,172.17.0.99,20.10.31.115,6,60,49771,443,A,1388128236
203,33:43.3,20.10.31.115,172.17.0.99,6,60,443,49771,A,1795907953
204,33:43.3,20.10.31.115,172.17.0.99,6,60,443,49771,A,1795907953
205,33:43.3,20.10.31.115,172.17.0.99,6,155,443,49771,PA,1795907953
206,33:43.3,172.17.0.99,20.10.31.115,6,60,49771,443,A,1388128236
207,33:43.3,20.10.31.115,172.17.0.99,6,232,443,49771,PA,1795908054
208,33:43.3,172.17.0.99,20.10.31.115,6,273,49771,443,PA,1388128236
209,33:43.4,20.10.31.115,172.17.0.99,6,155,443,49771,PA,1795908232
210,33:43.5,172.17.0.99,20.10.31.115,6,60,49771,443,A,1388128455
211,33:47.8,,,,60,,,,
212,33:47.8,,,,60,,,,
213,33:49.9,172.17.0.99,172.17.0.17,17,79,57960,53,,
214,33:49.9,172.17.0.99,172.17.0.17,17,79,64451,53,,
215,33:49.9,172.17.0.17,172.17.0.99,17,156,53,57960,,
216,33:49.9,172.17.0.17,172.17.0.99,17,156,53,64451,,
217,33:50.9,172.17.0.99,172.17.0.17,6,93,49770,139,PA,2415849727
218,33:50.9,172.17.0.17,172.17.0.99,6,93,139,49770,PA,2536398393
219,33:50.9,172.17.0.99,172.17.0.17,6,97,49770,139,PA,2415849766
220,33:50.9,172.17.0.17,172.17.0.99,6,97,139,49770,PA,2536398432
221,33:50.9,172.17.0.99,172.17.0.17,6,60,49770,139,FA,2415849809
222,33:50.9,172.17.0.17,172.17.0.99,6,60,139,49770,FA,2536398475
223,33:50.9,172.17.0.99,172.17.0.17,6,60,49770,139,A,2415849810
224,34:08.3,172.17.0.99,172.17.0.17,6,66,49772,139,S,3366203119
225,34:08.3,172.17.0.17,172.17.0.99,6,66,139,49772,SA,103436
226,34:08.3,172.17.0.99,172.17.0.17,6,126,49772,139,PA,3366203120
227,34:08.3,172.17.0.17,172.17.0.99,6,60,139,49772,PA,103437
228,34:08.3,172.17.0.99,172.17.0.17,6,191,49772,139,PA,3366203192
229,34:08.3,172.17.0.17,172.17.0.99,6,263,139,49772,PA,103441
230,34:08.3,172.17.0.99,172.17.0.17,6,196,49772,139,PA,3366203329
231,34:08.3,172.17.0.17,172.17.0.99,6,550,139,49772,PA,103650
232,34:08.3,172.17.0.99,172.17.0.17,6,294,49772,139,PA,3366203471
233,34:08.3,172.17.0.17,172.17.0.99,6,266,139,49772,PA,104146
234,34:08.3,172.17.0.99,172.17.0.17,6,154,49772,139,PA,3366203711
235,34:08.3,172.17.0.17,172.17.0.99,6,114,139,49772,PA,104358
236,34:08.3,172.17.0.99,172.17.0.17,6,176,49772,139,PA,3366203811
237,34:08.3,172.17.0.17,172.17.0.99,6,122,139,49772,PA,104418
238,34:08.3,172.17.0.99,172.17.0.255,17,228,138,138,,
239,34:08.3,172.17.0.99,172.17.0.17,6,176,49772,139,PA,3366203933
240,34:08.3,172.17.0.17,172.17.0.99,6,122,139,49772,PA,104486
241,34:08.3,172.17.0.99,172.17.0.255,17,228,138,138,,
242,34:08.3,172.17.0.99,172.17.0.17,6,60,49772,139,A,3366204055
243,34:15.6,172.17.0.99,172.17.0.17,17,89,57960,53,,
244,34:15.7,172.17.0.17,172.17.0.99,17,226,53,57960,,
245,34:15.7,172.17.0.99,20.42.73.28,6,66,49773,443,S,3247503950
246,34:15.8,20.42.73.28,172.17.0.99,6,66,443,49773,SA,1862380167
247,34:15.8,172.17.0.99,20.42.73.28,6,60,49773,443,A,3247503951
248,34:15.8,172.17.0.99,20.42.73.28,6,266,49773,443,PA,3247503951
249,34:15.9,20.42.73.28,172.17.0.99,6,1430,443,49773,A,1862380168
250,34:15.9,20.42.73.28,172.17.0.99,6,1430,443,49773,A,1862381544
251,34:15.9,20.42.73.28,172.17.0.99,6,1430,443,49773,A,1862382920
252,34:15.9,20.42.73.28,172.17.0.99,6,161,443,49773,PA,1862384296
253,34:15.9,172.17.0.99,20.42.73.28,6,60,49773,443,A,3247504163
254,34:15.9,172.17.0.99,20.42.73.28,6,60,49773,443,A,3247504163
255,34:15.9,172.17.0.99,20.42.73.28,6,212,49773,443,PA,3247504163
256,34:16.0,20.42.73.28,172.17.0.99,6,105,443,49773,PA,1862384403
257,34:16.0,20.42.73.28,172.17.0.99,6,123,443,49773,PA,1862384454
258,34:16.0,172.17.0.99,20.42.73.28,6,60,49773,443,A,3247504321
259,34:16.0,172.17.0.99,20.42.73.28,6,141,49773,443,PA,3247504321
260,34:16.0,172.17.0.99,20.42.73.28,6,722,49773,443,PA,3247504408
261,34:16.0,172.17.0.99,20.42.73.28,6,92,49773,443,PA,3247505076
262,34:16.0,172.17.0.99,20.42.73.28,6,1450,49773,443,A,3247505114
263,34:16.0,172.17.0.99,20.42.73.28,6,1450,49773,443,A,3247506510
264,34:16.0,172.17.0.99,20.42.73.28,6,1382,49773,443,PA,3247507906
265,34:16.1,20.42.73.28,172.17.0.99,6,60,443,49773,A,1862384523
266,34:16.1,20.42.73.28,172.17.0.99,6,60,443,49773,A,1862384523
267,34:16.1,20.42.73.28,172.17.0.99,6,60,443,49773,A,1862384523
268,34:16.1,20.42.73.28,172.17.0.99,6,92,443,49773,PA,1862384523
269,34:16.2,172.17.0.99,20.42.73.28,6,60,49773,443,A,3247509234
270,34:16.3,20.42.73.28,172.17.0.99,6,339,443,49773,PA,1862384561
271,34:16.3,172.17.0.99,20.42.73.28,6,133,49773,443,PA,3247509234
272,34:16.3,172.17.0.99,20.42.73.28,6,1450,49773,443,A,3247509313
273,34:16.3,172.17.0.99,20.42.73.28,6,1450,49773,443,A,3247510709
274,34:16.3,172.17.0.99,20.42.73.28,6,862,49773,443,PA,3247512105
275,34:16.4,20.42.73.28,172.17.0.99,6,60,443,49773,A,1862384846
276,34:16.4,20.42.73.28,172.17.0.99,6,60,443,49773,A,1862384846
277,34:16.4,20.42.73.28,172.17.0.99,6,160,443,49773,PA,1862384846
278,34:16.4,172.17.0.99,20.42.73.28,6,60,49773,443,FA,3247512913
279,34:16.4,20.42.73.28,172.17.0.99,6,60,443,49773,FA,1862384952
280,34:16.4,172.17.0.99,20.42.73.28,6,60,49773,443,A,3247512914
281,34:20.3,,,,60,,,,
282,34:20.3,,,,60,,,,
283,34:23.1,172.17.0.99,172.17.0.17,6,93,49772,139,PA,3366204055
284,34:23.1,172.17.0.17,172.17.0.99,6,93,139,49772,PA,104554
285,34:23.1,172.17.0.99,172.17.0.17,6,97,49772,139,PA,3366204094
286,34:23.1,172.17.0.17,172.17.0.99,6,97,139,49772,PA,104593
287,34:23.1,172.17.0.99,172.17.0.17,6,60,49772,139,FA,3366204137
288,34:23.1,172.17.0.17,172.17.0.99,6,60,139,49772,FA,104636
289,34:23.1,172.17.0.99,172.17.0.17,6,60,49772,139,A,3366204138
290,34:35.3,172.17.0.99,172.17.0.17,6,66,49774,88,S,3174905962
291,34:35.3,172.17.0.17,172.17.0.99,6,66,88,49774,SA,3538252182
292,34:35.3,172.17.0.99,172.17.0.17,6,60,49774,88,A,3174905963
293,34:35.3,172.17.0.99,172.17.0.17,6,283,49774,88,PA,3174905963
294,34:35.3,172.17.0.17,172.17.0.99,6,245,88,49774,PA,3538252183
295,34:35.3,172.17.0.99,172.17.0.17,6,60,49774,88,FA,3174906192
296,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49774,A,3538252374
297,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49774,RA,3538252374
298,34:35.3,172.17.0.99,172.17.0.17,6,66,49775,88,S,1980874127
299,34:35.3,172.17.0.17,172.17.0.99,6,66,88,49775,SA,3015703473
300,34:35.3,172.17.0.99,172.17.0.17,6,60,49775,88,A,1980874128
301,34:35.3,172.17.0.99,172.17.0.17,6,363,49775,88,PA,1980874128
302,34:35.3,172.17.0.17,172.17.0.99,6,1514,88,49775,A,3015703474
303,34:35.3,172.17.0.17,172.17.0.99,6,318,88,49775,PA,3015704934
304,34:35.3,172.17.0.99,172.17.0.17,6,60,49775,88,A,1980874437
305,34:35.3,172.17.0.99,172.17.0.17,6,60,49775,88,FA,1980874437
306,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49775,A,3015705198
307,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49775,RA,3015705198
308,34:35.3,172.17.0.99,172.17.0.17,6,66,49776,88,S,3478807257
309,34:35.3,172.17.0.17,172.17.0.99,6,66,88,49776,SA,2165665135
310,34:35.3,172.17.0.99,172.17.0.17,6,60,49776,88,A,3478807258
311,34:35.3,172.17.0.99,172.17.0.17,6,1514,49776,88,A,3478807258
312,34:35.3,172.17.0.99,172.17.0.17,6,231,49776,88,PA,3478808718
313,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49776,A,2165665136
314,34:35.3,172.17.0.99,172.17.0.17,17,232,57961,389,,
315,34:35.3,172.17.0.17,172.17.0.99,17,212,389,57961,,
316,34:35.3,172.17.0.17,172.17.0.99,6,1514,88,49776,A,2165665136
317,34:35.3,172.17.0.17,172.17.0.99,6,255,88,49776,PA,2165666596
318,34:35.3,172.17.0.99,172.17.0.17,6,60,49776,88,A,3478808895
319,34:35.3,172.17.0.99,172.17.0.17,6,60,49776,88,FA,3478808895
320,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49776,A,2165666797
321,34:35.3,172.17.0.17,172.17.0.99,6,60,88,49776,RA,2165666797
322,34:35.5,172.17.0.99,172.17.0.17,6,66,49777,135,S,1886449815
323,34:35.5,172.17.0.17,172.17.0.99,6,66,135,49777,SA,3520245883
324,34:35.5,172.17.0.99,172.17.0.17,6,60,49777,135,A,1886449816
325,34:35.5,172.17.0.99,172.17.0.17,6,214,49777,135,PA,1886449816
326,34:35.5,172.17.0.17,172.17.0.99,6,162,135,49777,PA,3520245884
327,34:35.5,172.17.0.99,172.17.0.17,6,222,49777,135,PA,1886449976
328,34:35.5,172.17.0.17,172.17.0.99,6,322,135,49777,PA,3520245992
329,34:35.5,172.17.0.99,172.17.0.17,6,66,49778,445,S,2251298557
330,34:35.5,172.17.0.17,172.17.0.99,6,66,445,49778,SA,3245407713
331,34:35.5,172.17.0.99,172.17.0.17,6,60,49778,445,A,2251298558
332,34:35.5,172.17.0.99,172.17.0.17,6,374,49778,445,PA,2251298558
333,34:35.5,172.17.0.99,172.17.0.17,6,66,49779,49668,S,580212463
334,34:35.5,172.17.0.17,172.17.0.99,6,66,49668,49779,SA,2533914235
335,34:35.5,172.17.0.99,172.17.0.17,6,60,49779,49668,A,580212464
336,34:35.5,172.17.0.17,172.17.0.99,6,430,445,49778,PA,3245407714
337,34:35.5,172.17.0.99,172.17.0.17,6,66,49780,88,S,2806159248
338,34:35.5,172.17.0.17,172.17.0.99,6,66,88,49780,SA,3079796374
339,34:35.5,172.17.0.99,172.17.0.17,6,66,49781,88,S,2852792713
340,34:35.5,172.17.0.99,172.17.0.17,6,60,49780,88,A,2806159249
341,34:35.5,172.17.0.17,172.17.0.99,6,66,88,49781,SA,1317227008
342,34:35.5,172.17.0.99,172.17.0.17,6,1514,49780,88,A,2806159249
343,34:35.5,172.17.0.99,172.17.0.17,6,388,49780,88,PA,2806160709
344,34:35.5,172.17.0.99,172.17.0.17,6,60,49781,88,A,2852792714
345,34:35.5,172.17.0.99,172.17.0.17,6,1514,49781,88,A,2852792714
346,34:35.5,172.17.0.99,172.17.0.17,6,404,49781,88,PA,2852794174
347,34:35.5,172.17.0.17,172.17.0.99,6,60,88,49780,A,3079796375
348,34:35.5,172.17.0.17,172.17.0.99,6,60,88,49781,A,1317227009
349,34:35.5,172.17.0.17,172.17.0.99,6,1514,88,49781,A,1317227009
350,34:35.5,172.17.0.17,172.17.0.99,6,377,88,49781,PA,1317228469
351,34:35.5,172.17.0.99,172.17.0.17,6,60,49781,88,A,2852794524
352,34:35.5,172.17.0.99,172.17.0.17,6,60,49781,88,FA,2852794524
353,34:35.5,172.17.0.17,172.17.0.99,6,1514,88,49780,A,3079796375
354,34:35.5,172.17.0.17,172.17.0.99,6,361,88,49780,PA,3079797835
355,34:35.5,172.17.0.17,172.17.0.99,6,60,88,49781,A,1317228792
356,34:35.5,172.17.0.17,172.17.0.99,6,60,88,49781,RA,1317228792
357,34:35.5,172.17.0.99,172.17.0.17,6,1514,49779,49668,A,580212464
358,34:35.5,172.17.0.99,172.17.0.17,6,751,49779,49668,PA,580213924
359,34:35.5,172.17.0.99,172.17.0.17,6,60,49780,88,A,2806161043
360,34:35.5,172.17.0.99,172.17.0.17,6,60,49780,88,FA,2806161043
361,34:35.5,172.17.0.99,172.17.0.17,6,66,49782,88,S,3931910116
362,34:35.5,172.17.0.17,172.17.0.99,6,60,49668,49779,A,2533914236
363,34:35.5,172.17.0.17,172.17.0.99,6,60,88,49780,A,3079798142
364,34:35.5,172.17.0.17,172.17.0.99,6,60,88,49780,RA,3079798142
365,34:35.5,172.17.0.17,172.17.0.99,6,66,88,49782,SA,3882124828
366,34:35.5,172.17.0.99,172.17.0.17,6,60,49782,88,A,3931910117
367,34:35.5,172.17.0.99,172.17.0.17,6,1514,49782,88,A,3931910117
368,34:35.5,172.17.0.99,172.17.0.17,6,181,49782,88,PA,3931911577
