Packet_Number,Timestamp,Source_IP,Destination_IP,Protocol,Length,Source_Port,Destination_Port,Flags,Sequence_Number
1418,35:06.3,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1419,35:06.3,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924262503
1420,35:06.3,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1421,35:06.3,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924263879
1422,35:06.3,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1423,35:06.3,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924265255
1424,35:06.3,172.17.0.99,172.17.0.17,6,66,49807,135,S,2622195724
1425,35:06.3,172.17.0.17,172.17.0.99,6,66,135,49807,SA,1675355725
1426,35:06.3,172.17.0.99,172.17.0.17,6,60,49807,135,A,2622195725
1427,35:06.3,172.17.0.99,172.17.0.17,6,214,49807,135,PA,2622195725
1428,35:06.3,172.17.0.17,172.17.0.99,6,162,135,49807,PA,1675355726
1429,35:06.3,172.17.0.99,172.17.0.17,6,222,49807,135,PA,2622195885
1430,35:06.3,172.17.0.17,172.17.0.99,6,322,135,49807,PA,1675355834
1431,35:06.3,172.17.0.99,172.17.0.17,6,66,49808,49668,S,1999631794
1432,35:06.3,172.17.0.17,172.17.0.99,6,66,49668,49808,SA,2296498919
1433,35:06.3,172.17.0.99,172.17.0.17,6,60,49808,49668,A,1999631795
1434,35:06.3,172.17.0.99,172.17.0.17,6,1514,49808,49668,A,1999631795
1435,35:06.3,172.17.0.99,172.17.0.17,6,751,49808,49668,PA,1999633255
1436,35:06.3,172.17.0.17,172.17.0.99,6,60,49668,49808,A,2296498920
1437,35:06.3,172.17.0.17,172.17.0.99,6,338,49668,49808,PA,2296498920
1438,35:06.3,172.17.0.99,172.17.0.17,6,274,49808,49668,PA,1999633952
1439,35:06.3,172.17.0.17,172.17.0.99,6,159,49668,49808,PA,2296499204
1440,35:06.3,172.17.0.99,172.17.0.17,6,322,49808,49668,PA,1999634172
1441,35:06.3,172.17.0.17,172.17.0.99,6,258,49668,49808,PA,2296499309
1442,35:06.3,172.17.0.99,172.17.0.17,6,322,49808,49668,PA,1999634440
1443,35:06.3,172.17.0.17,172.17.0.99,6,434,49668,49808,PA,2296499513
1444,35:06.3,172.17.0.99,172.17.0.17,6,194,49808,49668,PA,1999634708
1445,35:06.3,172.17.0.17,172.17.0.99,6,194,49668,49808,PA,2296499893
1446,35:06.3,172.17.0.99,172.17.0.17,6,222,49807,135,PA,2622196053
1447,35:06.3,172.17.0.17,172.17.0.99,6,322,135,49807,PA,1675356102
1448,35:06.3,172.17.0.99,172.17.0.17,6,258,49808,49668,PA,1999634848
1449,35:06.3,172.17.0.17,172.17.0.99,6,258,49668,49808,PA,2296500033
1450,35:06.3,172.17.0.99,172.17.0.17,6,322,49808,49668,PA,1999635052
1451,35:06.3,172.17.0.17,172.17.0.99,6,434,49668,49808,PA,2296500237
1452,35:06.3,172.17.0.99,172.17.0.17,6,194,49808,49668,PA,1999635320
1453,35:06.3,172.17.0.17,172.17.0.99,6,194,49668,49808,PA,2296500617
1454,35:06.3,172.17.0.99,172.17.0.17,6,66,49809,389,S,1676272571
1455,35:06.3,172.17.0.17,172.17.0.99,6,66,389,49809,SA,840960282
1456,35:06.3,172.17.0.99,172.17.0.17,6,60,49809,389,A,1676272572
1457,35:06.3,172.17.0.99,172.17.0.17,6,398,49809,389,PA,1676272572
1458,35:06.3,172.17.0.17,172.17.0.99,6,1514,389,49809,A,840960283
1459,35:06.3,172.17.0.17,172.17.0.99,6,1375,389,49809,PA,840961743
1460,35:06.3,172.17.0.99,172.17.0.17,6,60,49809,389,A,1676272922
1461,35:06.3,172.17.0.99,172.17.0.17,6,1514,49809,389,A,1676272922
1462,35:06.3,172.17.0.99,172.17.0.17,6,642,49809,389,PA,1676274382
1463,35:06.3,172.17.0.17,172.17.0.99,6,60,389,49809,A,840963064
1464,35:06.3,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1465,35:06.3,172.17.0.17,172.17.0.99,6,257,389,49809,PA,840963064
1466,35:06.3,172.17.0.99,172.17.0.17,6,233,49809,389,PA,1676274970
1467,35:06.3,172.17.0.17,172.17.0.99,6,257,389,49809,PA,840963274
1468,35:06.3,172.17.0.99,172.17.0.17,6,238,49809,389,PA,1676275149
1469,35:06.3,172.17.0.17,172.17.0.99,6,215,389,49809,PA,840963477
1470,35:06.3,172.17.0.99,172.17.0.17,6,232,49809,389,PA,1676275333
1471,35:06.3,172.17.0.17,172.17.0.99,6,268,389,49809,PA,840963638
1472,35:06.3,172.17.0.99,172.17.0.17,6,66,49810,389,S,942305550
1473,35:06.3,172.17.0.17,172.17.0.99,6,66,389,49810,SA,156257882
1474,35:06.3,172.17.0.99,172.17.0.17,6,60,49810,389,A,942305551
1475,35:06.3,172.17.0.99,172.17.0.17,6,1514,49810,389,A,942305551
1476,35:06.3,172.17.0.99,172.17.0.17,6,642,49810,389,PA,942307011
1477,35:06.3,172.17.0.17,172.17.0.99,6,60,389,49810,A,156257883
1478,35:06.3,172.17.0.17,172.17.0.99,6,257,389,49810,PA,156257883
1479,35:06.3,172.17.0.99,172.17.0.17,6,172,49810,389,PA,942307599
1480,35:06.3,172.17.0.17,172.17.0.99,6,1514,389,49810,A,156258093
1481,35:06.3,172.17.0.17,172.17.0.99,6,1514,389,49810,A,156259553
1482,35:06.3,172.17.0.17,172.17.0.99,6,255,389,49810,PA,156261013
1483,35:06.3,172.17.0.99,172.17.0.17,6,60,49810,389,A,942307717
1484,35:06.3,172.17.0.99,172.17.0.17,6,305,49810,389,PA,942307717
1485,35:06.3,172.17.0.17,172.17.0.99,6,330,389,49810,PA,156261214
1486,35:06.3,172.17.0.99,172.17.0.17,6,129,49810,389,PA,942307968
1487,35:06.3,172.17.0.99,172.17.0.17,6,60,49810,389,FA,942308043
1488,35:06.3,172.17.0.99,172.17.0.17,6,129,49809,389,PA,1676275511
1489,35:06.3,172.17.0.17,172.17.0.99,6,60,389,49810,A,156261490
1490,35:06.3,172.17.0.99,172.17.0.17,6,60,49809,389,FA,1676275586
1491,35:06.3,172.17.0.17,172.17.0.99,6,60,389,49810,RA,156261490
1492,35:06.3,172.17.0.17,172.17.0.99,6,60,389,49809,A,840963852
1493,35:06.3,172.17.0.17,172.17.0.99,6,60,389,49809,RA,840963852
1494,35:06.3,172.17.0.99,40.126.28.12,6,66,49811,443,S,4256557490
1495,35:06.3,172.17.0.99,172.17.0.17,6,60,49808,49668,A,1999635460
1496,35:06.3,172.17.0.99,172.17.0.17,6,60,49807,135,A,2622196221
1497,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924219847
1498,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924221223
1499,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924222599
1500,35:06.4,172.17.0.99,46.254.34.201,6,66,49806,443,A,3894162936
1501,35:06.4,172.17.0.99,46.254.34.201,6,66,49806,443,A,3894162936
1502,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924266631
1503,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924268007
1504,35:06.4,172.17.0.99,46.254.34.201,6,66,49806,443,A,3894162936
1505,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924269383
1506,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924270759
1507,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1508,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1509,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924272135
1510,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924273511
1511,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924274887
1512,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1513,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924276263
1514,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924277639
1515,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924279015
1516,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1517,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924280391
1518,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924281767
1519,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1520,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924283143
1521,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924284519
1522,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1523,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924285895
1524,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924287271
1525,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1526,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924288647
1527,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924290023
1528,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1529,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924291399
1530,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1531,35:06.4,40.126.28.12,172.17.0.99,6,66,443,49811,SA,3826649954
1532,35:06.4,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256557491
1533,35:06.4,172.17.0.99,40.126.28.12,6,353,49811,443,PA,4256557491
1534,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1535,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924292775
1536,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924294151
1537,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1538,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924295527
1539,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924296903
1540,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924298279
1541,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1542,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924299655
1543,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924301031
1544,35:06.4,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924302407
1545,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1546,35:06.4,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1547,35:06.5,40.126.28.12,172.17.0.99,6,153,443,49811,PA,3826649955
1548,35:06.5,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256557790
1549,35:06.5,172.17.0.99,40.126.28.12,6,424,49811,443,PA,4256557790
1550,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924303783
1551,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924305159
1552,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924306535
1553,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924307911
1554,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924309287
1555,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1556,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924310663
1557,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924312039
1558,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1559,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924313415
1560,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1561,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924314791
1562,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924316167
1563,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1564,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924317543
1565,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924318919
1566,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1567,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1568,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924320295
1569,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924321671
1570,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924323047
1571,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924324423
1572,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1573,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924325799
1574,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924327175
1575,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924328551
1576,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1577,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924329927
1578,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924331303
1579,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1580,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924332679
1581,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924334055
1582,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1583,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924335431
1584,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924336807
1585,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1586,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924338183
1587,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924339559
1588,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1589,35:06.5,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924340935
1590,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1591,35:06.5,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1592,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924342311
1593,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924343687
1594,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924345063
1595,35:06.6,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1596,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924346439
1597,35:06.6,40.126.28.12,172.17.0.99,6,1430,443,49811,A,3826650054
1598,35:06.6,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1599,35:06.6,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558160
1600,35:06.6,40.126.28.12,172.17.0.99,6,1430,443,49811,A,3826651430
1601,35:06.6,40.126.28.12,172.17.0.99,6,1430,443,49811,A,3826652806
1602,35:06.6,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558160
1603,35:06.6,40.126.28.12,172.17.0.99,6,241,443,49811,PA,3826654182
1604,35:06.6,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558160
1605,35:06.6,172.17.0.99,40.126.28.12,6,128,49811,443,PA,4256558160
1606,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924347815
1607,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924349191
1608,35:06.6,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1609,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924350567
1610,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924351943
1611,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924353319
1612,35:06.6,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1613,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924354695
1614,35:06.6,46.254.34.201,172.17.0.99,6,1430,443,49806,A,1924356071
1615,35:06.6,46.254.34.201,172.17.0.99,6,1008,443,49806,PA,1924357447
1616,35:06.6,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1617,35:06.6,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1618,35:06.6,172.17.0.99,40.126.28.12,6,134,49811,443,PA,4256558234
1619,35:06.6,172.17.0.99,40.126.28.12,6,436,49811,443,PA,4256558314
1620,35:06.6,40.126.28.12,172.17.0.99,6,157,443,49811,PA,3826654369
1621,35:06.6,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558696
1622,35:06.6,40.126.28.12,172.17.0.99,6,116,443,49811,PA,3826654472
1623,35:06.6,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558696
1624,35:06.6,172.17.0.99,40.126.28.12,6,85,49811,443,PA,4256558696
1625,35:06.7,40.126.28.12,172.17.0.99,6,85,443,49811,PA,3826654534
1626,35:06.7,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558727
1627,35:06.7,40.126.28.12,172.17.0.99,6,983,443,49811,PA,3826654565
1628,35:06.7,172.17.0.99,40.126.28.12,6,60,49811,443,A,4256558727
1629,35:06.7,172.17.0.99,172.17.0.17,17,75,59001,53,,
1630,35:06.8,172.17.0.17,172.17.0.99,17,168,53,59001,,
1631,35:06.8,172.17.0.99,23.195.212.189,6,66,49812,443,S,912802050
1632,35:06.8,172.17.0.99,79.124.78.197,6,66,49813,80,S,3465735922
1633,35:06.8,23.195.212.189,172.17.0.99,6,66,443,49812,SA,3920370548
1634,35:06.8,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802051
1635,35:06.8,172.17.0.99,23.195.212.189,6,343,49812,443,PA,912802051
1636,35:06.8,23.195.212.189,172.17.0.99,6,60,443,49812,A,3920370549
1637,35:06.8,23.195.212.189,172.17.0.99,6,1430,443,49812,A,3920370549
1638,35:06.8,23.195.212.189,172.17.0.99,6,1430,443,49812,PA,3920371925
1639,35:06.8,23.195.212.189,172.17.0.99,6,1398,443,49812,PA,3920373301
1640,35:06.8,23.195.212.189,172.17.0.99,6,1430,443,49812,A,3920374645
1641,35:06.8,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802340
1642,35:06.8,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802340
1643,35:06.8,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802340
1644,35:06.8,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802340
1645,35:06.9,23.195.212.189,172.17.0.99,6,1430,443,49812,A,3920376021
1646,35:06.9,23.195.212.189,172.17.0.99,6,78,443,49812,PA,3920377397
1647,35:06.9,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802340
1648,35:06.9,172.17.0.99,23.195.212.189,6,180,49812,443,PA,912802340
1649,35:06.9,172.17.0.99,23.195.212.189,6,432,49812,443,PA,912802466
1650,35:07.0,23.195.212.189,172.17.0.99,6,60,443,49812,A,3920377421
1651,35:07.0,79.124.78.197,172.17.0.99,6,60,80,49813,SA,3126775674
1652,35:07.0,172.17.0.99,79.124.78.197,6,60,49813,80,A,3465735923
1653,35:07.0,23.195.212.189,172.17.0.99,6,328,443,49812,PA,3920377421
1654,35:07.0,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802844
1655,35:07.1,23.195.212.189,172.17.0.99,6,1430,443,49812,A,3920377695
1656,35:07.1,23.195.212.189,172.17.0.99,6,1430,443,49812,PA,3920379071
1657,35:07.1,23.195.212.189,172.17.0.99,6,399,443,49812,PA,3920380447
1658,35:07.1,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802844
1659,35:07.1,172.17.0.99,23.195.212.189,6,60,49812,443,A,912802844
1660,35:07.1,172.17.0.99,172.17.0.17,6,60,49807,135,RA,2622196221
1661,35:07.1,172.17.0.99,172.17.0.17,6,60,49808,49668,RA,1999635460
1662,35:07.1,172.17.0.99,40.126.28.12,6,60,49811,443,RA,4256558727
1663,35:07.1,172.17.0.99,23.195.212.189,6,60,49812,443,RA,912802844
1664,35:07.2,46.254.34.201,172.17.0.99,6,78,443,49806,PA,1924358401
1665,35:07.2,46.254.34.201,172.17.0.99,6,60,443,49806,FA,1924358425
1666,35:07.2,172.17.0.99,46.254.34.201,6,60,49806,443,A,3894162936
1667,35:07.2,79.124.78.197,172.17.0.99,6,60,80,49813,A,3126775675
1668,35:07.2,172.17.0.99,79.124.78.197,6,497,49813,80,PA,3465735923
1669,35:07.4,79.124.78.197,172.17.0.99,6,60,80,49813,A,3126775675
1670,35:07.9,79.124.78.197,172.17.0.99,6,222,80,49813,PA,3126775675
1671,35:07.9,172.17.0.99,79.124.78.197,6,60,49813,80,A,3465736366
1672,35:07.9,172.17.0.99,79.124.78.197,6,516,49813,80,PA,3465736366
1673,35:08.0,172.17.0.99,172.17.0.17,6,60,49785,445,A,1890730104
1674,35:08.0,172.17.0.17,172.17.0.99,6,66,445,49785,A,2954567168
1675,35:08.1,79.124.78.197,172.17.0.99,6,60,80,49813,A,3126775843
1676,35:08.3,172.17.0.99,172.17.0.17,6,66,49814,139,S,3978604924
1677,35:08.3,172.17.0.17,172.17.0.99,6,66,139,49814,SA,3662852378
1678,35:08.3,172.17.0.99,172.17.0.17,6,126,49814,139,PA,3978604925
1679,35:08.3,172.17.0.17,172.17.0.99,6,60,139,49814,PA,3662852379
1680,35:08.3,172.17.0.99,172.17.0.17,6,191,49814,139,PA,3978604997
1681,35:08.3,172.17.0.17,172.17.0.99,6,263,139,49814,PA,3662852383
1682,35:08.3,172.17.0.99,172.17.0.17,6,196,49814,139,PA,3978605134
1683,35:08.3,172.17.0.17,172.17.0.99,6,550,139,49814,PA,3662852592
1684,35:08.3,172.17.0.99,172.17.0.17,6,294,49814,139,PA,3978605276
1685,35:08.3,172.17.0.17,172.17.0.99,6,266,139,49814,PA,3662853088
1686,35:08.3,172.17.0.99,172.17.0.17,6,154,49814,139,PA,3978605516
1687,35:08.3,172.17.0.17,172.17.0.99,6,114,139,49814,PA,3662853300
1688,35:08.3,172.17.0.99,172.17.0.17,6,176,49814,139,PA,3978605616
1689,35:08.3,172.17.0.17,172.17.0.99,6,122,139,49814,PA,3662853360
1690,35:08.3,172.17.0.99,172.17.0.255,17,228,138,138,,
1691,35:08.4,172.17.0.99,172.17.0.17,6,176,49814,139,PA,3978605738
1692,35:08.4,172.17.0.17,172.17.0.99,6,122,139,49814,PA,3662853428
1693,35:08.4,172.17.0.99,172.17.0.255,17,228,138,138,,
1694,35:08.4,172.17.0.99,172.17.0.17,6,60,49814,139,A,3978605860
1695,35:08.6,79.124.78.197,172.17.0.99,6,222,80,49813,PA,3126775843
1696,35:08.6,172.17.0.99,79.124.78.197,6,60,49813,80,A,3465736828
1697,35:08.7,172.17.0.99,79.124.78.197,6,443,49813,80,PA,3465736828
1698,35:08.9,79.124.78.197,172.17.0.99,6,60,80,49813,A,3126776011
1699,35:09.3,172.17.0.99,46.254.34.201,6,66,49815,443,S,3474390860
1700,35:09.3,79.124.78.197,172.17.0.99,6,222,80,49813,PA,3126776011
1701,35:09.3,172.17.0.99,79.124.78.197,6,60,49813,80,A,3465737217
1702,35:09.4,46.254.34.201,172.17.0.99,6,66,443,49815,SA,3375729622
1703,35:09.4,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474390861
1704,35:09.4,172.17.0.99,46.254.34.201,6,332,49815,443,PA,3474390861
1705,35:09.6,46.254.34.201,172.17.0.99,6,60,443,49815,A,3375729623
1706,35:09.6,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375729623
1707,35:09.6,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375730999
1708,35:09.6,46.254.34.201,172.17.0.99,6,523,443,49815,PA,3375732375
1709,35:09.6,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391139
1710,35:09.6,172.17.0.99,46.254.34.201,6,362,49815,443,PA,3474391139
1711,35:09.8,46.254.34.201,172.17.0.99,6,357,443,49815,PA,3375732844
1712,35:09.8,46.254.34.201,172.17.0.99,6,357,443,49815,PA,3375733147
1713,35:09.8,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1714,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375733450
1715,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375734826
1716,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375736202
1717,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375737578
1718,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375738954
1719,35:09.8,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1720,35:09.8,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1721,35:09.8,46.254.34.201,172.17.0.99,6,1388,443,49815,PA,3375740330
1722,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375741664
1723,35:09.8,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375743040
1724,35:09.8,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1725,35:09.8,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1726,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375744416
1727,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375745792
1728,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375747168
1729,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1730,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375748544
1731,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375749920
1732,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375751296
1733,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375752672
1734,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1735,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1736,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375754048
1737,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375755424
1738,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375756800
1739,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1740,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1741,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375758176
1742,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375759552
1743,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375760928
1744,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1745,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375762304
1746,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375763680
1747,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375765056
1748,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1749,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375766432
1750,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375767808
1751,35:10.0,172.17.0.99,46.254.34.201,6,60,49815,443,A,3474391447
1752,35:10.0,46.254.34.201,172.17.0.99,6,1430,443,49815,A,3375769184
